,GT_noa
55279,20
55280,10
55281,28
55282,22
55283,13
55284,21
55285,28
55286,20
55287,27
55288,21
55289,46
55290,11
55291,28
55292,14
55293,34
55294,15
55295,36
55296,23
55297,17
55298,33
55299,33
55300,23
55301,37
55302,25
55303,34
55304,33
55305,24
55306,17
55307,17
55308,19
55309,14
55310,21
55311,10
55312,21
55313,15
55314,29
55315,23
55316,13
55317,24
55318,35
55319,15
55320,12
55321,20
55322,11
55323,36
55324,37
55325,15
55326,28
55327,15
55328,27
55329,26
55330,38
55331,15
55332,24
55333,23
55334,14
55335,12
55336,10
55337,13
55338,16
55339,12
55340,33
55341,17
55342,17
55343,15
55344,16
55345,16
55346,16
55347,12
55348,16
55349,18
55350,33
55351,18
55352,32
55353,22
55354,32
55355,13
55356,11
55357,35
55358,18
55359,22
55360,23
55361,15
55362,12
55363,22
55364,46
55365,46
55366,26
55367,21
55368,13
55369,18
55370,22
55371,15
55372,21
55373,27
55374,23
55375,13
55376,13
55377,27
55378,27
55379,27
55380,28
55381,13
55382,16
55383,33
55384,27
55385,17
55386,16
55387,22
55388,10
55389,26
55390,13
55391,16
55392,13
55393,20
55394,26
55395,19
55396,20
55397,10
55398,22
55399,21
55400,20
55401,10
55402,18
55403,32
55404,21
55405,39
55406,12
55407,34
55408,17
55409,34
55410,22
55411,28
55412,12
55413,30
55414,37
55415,36
55416,22
55417,15
55418,19
55419,20
55420,16
55421,17
55422,28
55423,7
55424,27
55425,24
55426,27
55427,25
55428,14
55429,16
55430,15
55431,35
55432,9
55433,9
55434,12
55435,26
55436,29
55437,18
55438,16
55439,25
55440,19
55441,17
55442,10
55443,36
55444,34
55445,18
55446,21
55447,19
55448,27
55449,29
55450,34
55451,46
55452,31
55453,20
55454,25
55455,15
55456,21
55457,18
55458,32
55459,37
55460,46
55461,20
55462,17
55463,21
55464,24
55465,14
55466,10
55467,33
55468,15
55469,23
55470,30
55471,22
55472,21
55473,17
55474,14
55475,14
55476,30
55477,21
55478,16
55479,19
55480,19
55481,19
55482,16
55483,14
55484,24
55485,14
55486,23
55487,16
55488,12
55489,9
55490,16
55491,23
55492,27
55493,27
55494,11
55495,16
55496,23
55497,17
55498,21
55499,21
55500,25
55501,12
55502,17
55503,26
55504,20
55505,21
55506,28
55507,14
55508,19
55509,17
55510,36
55511,25
55512,32
55513,16
55514,17
55515,35
55516,16
55517,34
55518,20
55519,11
55520,17
55521,30
55522,26
55523,26
55524,35
55525,31
55526,15
55527,25
55528,15
55529,13
55530,26
55531,20
55532,14
55533,14
55534,33
55535,12
55536,36
55537,11
55538,17
55539,8
55540,21
55541,21
55542,27
55543,27
55544,29
55545,11
55546,33
55547,24
55548,19
55549,20
55550,14
55551,10
55552,17
55553,19
55554,35
55555,27
55556,27
55557,24
55558,14
55559,16
55560,14
55561,35
55562,25
55563,34
55564,33
55565,22
55566,9
55567,13
55568,28
55569,27
55570,14
55571,11
55572,22
55573,31
55574,18
55575,37
55576,16
55577,28
55578,20
55579,16
55580,36
55581,27
55582,20
55583,17
55584,19
55585,16
55586,22
55587,13
55588,27
55589,17
55590,14
55591,21
55592,29
55593,13
55594,16
55595,23
55596,14
55597,26
55598,46
55599,15
55600,21
55601,18
55602,23
55603,13
55604,34
55605,21
55606,12
55607,15
55608,26
55609,8
55610,23
55611,9
55612,13
55613,29
55614,46
55615,21
55616,16
55617,28
55618,22
55619,19
55620,13
55621,17
55622,33
55623,46
55624,13
55625,27
55626,23
55627,20
55628,31
55629,23
55630,18
55631,14
55632,12
55633,8
55634,15
55635,24
55636,46
55637,24
55638,34
55639,14
55640,35
55641,11
55642,17
55643,20
55644,32
55645,12
55646,16
55647,11
55648,20
55649,34
55650,28
55651,16
55652,36
55653,31
55654,26
55655,20
55656,27
55657,22
55658,27
55659,19
55660,19
55661,26
55662,28
55663,16
55664,20
55665,29
55666,37
55667,37
55668,16
55669,20
55670,29
55671,9
55672,12
55673,14
55674,23
55675,22
55676,33
55677,18
55678,33
55679,32
55680,15
55681,23
55682,34
55683,16
55684,35
55685,26
55686,29
55687,18
55688,24
55689,33
55690,12
55691,16
55692,16
55693,26
55694,17
55695,20
55696,29
55697,14
55698,17
55699,19
55700,15
55701,12
55702,29
55703,11
55704,36
55705,36
55706,27
55707,23
55708,32
55709,16
55710,31
55711,36
55712,33
55713,16
55714,7
55715,31
55716,31
55717,17
55718,22
55719,20
55720,38
55721,11
55722,18
55723,27
55724,28
55725,23
55726,30
55727,12
55728,19
55729,21
55730,14
55731,31
55732,32
55733,28
55734,26
55735,31
55736,10
55737,26
55738,14
55739,37
55740,24
55741,25
55742,12
55743,32
55744,24
55745,24
55746,9
55747,32
55748,16
55749,14
55750,14
55751,20
55752,17
55753,11
55754,18
55755,17
55756,11
55757,11
55758,22
55759,22
55760,20
55761,21
55762,27
55763,34
55764,11
55765,14
55766,17
55767,34
55768,24
55769,28
55770,29
55771,16
55772,23
55773,15
55774,15
55775,19
55776,29
55777,26
55778,10
55779,11
55780,34
55781,34
55782,33
55783,13
55784,37
55785,14
55786,19
55787,26
55788,16
55789,20
55790,29
55791,22
55792,20
55793,16
55794,11
55795,17
55796,19
55797,10
55798,12
55799,34
55800,29
55801,14
55802,14
55803,35
55804,20
55805,20
55806,20
55807,17
55808,14
55809,24
55810,11
55811,10
55812,13
55813,28
55814,17
55815,12
55816,16
55817,20
55818,14
55819,23
55820,12
55821,14
55822,15
55823,9
55824,10
55825,16
55826,18
55827,11
55828,34
55829,28
55830,10
55831,32
55832,35
55833,20
55834,19
55835,12
55836,20
55837,21
55838,9
55839,23
55840,15
55841,31
55842,23
55843,13
55844,32
55845,15
55846,18
55847,25
55848,28
55849,24
55850,10
55851,28
55852,14
55853,14
55854,12
55855,10
55856,32
55857,26
55858,32
55859,13
55860,25
55861,33
55862,46
55863,12
55864,21
55865,25
55866,23
55867,17
55868,16
55869,18
55870,25
55871,31
55872,24
55873,24
55874,10
55875,12
55876,26
55877,24
55878,19
55879,24
55880,19
55881,35
55882,27
55883,28
55884,18
55885,27
55886,24
55887,21
55888,21
55889,34
55890,34
55891,16
55892,21
55893,18
55894,13
55895,19
55896,34
55897,19
55898,14
55899,16
55900,28
55901,23
55902,17
55903,17
55904,46
55905,24
55906,19
55907,23
55908,31
55909,26
55910,9
55911,30
55912,20
55913,10
55914,35
55915,12
55916,11
55917,15
55918,19
55919,34
55920,11
55921,27
55922,12
55923,16
55924,16
55925,29
55926,19
55927,16
55928,15
55929,20
55930,30
55931,17
55932,19
55933,26
55934,12
55935,24
55936,9
55937,17
55938,12
55939,21
55940,24
55941,10
55942,16
55943,25
55944,29
55945,14
55946,11
55947,25
55948,20
55949,31
55950,20
55951,18
55952,21
55953,27
55954,19
55955,12
55956,14
55957,30
55958,28
55959,25
55960,29
55961,35
55962,31
55963,34
55964,19
55965,28
55966,14
55967,18
55968,29
55969,14
55970,22
55971,12
55972,24
55973,11
55974,34
55975,20
55976,22
55977,15
55978,14
55979,30
55980,9
55981,22
55982,21
55983,31
55984,17
55985,14
55986,23
55987,35
55988,20
55989,9
55990,19
55991,20
55992,15
55993,29
55994,38
55995,18
55996,17
55997,22
55998,18
55999,17
56000,12
56001,25
56002,17
56003,16
56004,35
56005,25
56006,25
56007,14
56008,23
56009,33
56010,18
56011,37
56012,14
56013,46
56014,14
56015,11
56016,36
56017,33
56018,46
56019,23
56020,27
56021,14
56022,15
56023,11
56024,12
56025,28
56026,23
56027,34
56028,15
56029,33
56030,31
56031,34
56032,24
56033,32
56034,12
56035,18
56036,10
56037,15
56038,24
56039,29
56040,23
56041,14
56042,26
56043,27
56044,22
56045,10
56046,38
56047,19
56048,15
56049,34
56050,17
56051,11
56052,27
56053,12
56054,19
56055,21
56056,14
56057,17
56058,14
56059,12
56060,14
56061,18
56062,12
56063,14
56064,20
56065,15
56066,12
56067,12
56068,25
56069,14
56070,33
56071,32
56072,29
56073,13
56074,21
56075,36
56076,27
56077,16
56078,35
56079,14
56080,46
56081,36
56082,26
56083,25
56084,12
56085,17
56086,24
56087,12
56088,17
56089,25
56090,22
56091,13
56092,27
56093,37
56094,39
56095,10
56096,17
56097,18
56098,22
56099,25
56100,30
56101,15
56102,26
56103,24
56104,23
56105,12
56106,24
56107,30
56108,17
56109,13
56110,36
56111,17
56112,23
56113,20
56114,14
56115,21
56116,16
56117,31
56118,21
56119,16
56120,12
56121,17
56122,23
56123,35
56124,22
56125,17
56126,33
56127,35
56128,13
56129,37
56130,16
56131,11
56132,30
56133,20
56134,20
56135,9
56136,9
56137,21
56138,16
56139,10
56140,22
56141,21
56142,12
56143,28
56144,33
56145,16
56146,16
56147,31
56148,30
56149,23
56150,46
56151,27
56152,26
56153,28
56154,14
56155,16
56156,23
56157,19
56158,14
56159,10
56160,14
56161,19
56162,9
56163,19
56164,17
56165,13
56166,27
56167,13
56168,32
56169,22
56170,11
56171,22
56172,27
56173,16
56174,14
56175,13
56176,36
56177,24
56178,21
56179,26
56180,18
56181,33
56182,23
56183,27
56184,31
56185,22
56186,18
56187,18
56188,18
56189,22
56190,15
56191,24
56192,17
56193,17
56194,34
56195,14
56196,37
56197,30
56198,16
56199,13
56200,23
56201,13
56202,33
56203,16
56204,22
56205,16
56206,20
56207,11
56208,14
56209,20
56210,28
56211,31
56212,11
56213,22
56214,20
56215,11
56216,23
56217,24
56218,9
56219,28
56220,8
56221,24
56222,25
56223,30
56224,27
56225,12
56226,14
56227,18
56228,25
56229,25
56230,27
56231,13
56232,8
56233,22
56234,29
56235,35
56236,13
56237,13
56238,22
56239,20
56240,16
56241,23
56242,31
56243,27
56244,36
56245,8
56246,22
56247,14
56248,28
56249,15
56250,23
56251,18
56252,13
56253,29
56254,25
56255,11
56256,26
56257,21
56258,11
56259,25
56260,12
56261,13
56262,16
56263,18
56264,14
56265,23
56266,21
56267,30
56268,28
56269,28
56270,28
56271,22
56272,21
56273,34
56274,17
56275,9
56276,20
56277,29
56278,21
56279,46
56280,18
56281,19
56282,14
56283,31
56284,12
56285,25
56286,30
56287,27
56288,22
56289,28
56290,20
56291,19
56292,13
56293,28
56294,12
56295,25
56296,33
56297,14
56298,31
56299,11
56300,17
56301,25
56302,33
56303,14
56304,22
56305,31
56306,19
56307,22
56308,26
56309,10
56310,13
56311,26
56312,35
56313,28
56314,27
56315,16
56316,9
56317,35
56318,22
56319,17
56320,14
56321,17
56322,18
56323,35
56324,14
56325,20
56326,22
56327,22
56328,17
56329,14
56330,24
56331,29
56332,13
56333,20
56334,29
56335,12
56336,27
56337,30
56338,9
56339,32
56340,13
56341,13
56342,27
56343,26
56344,36
56345,32
56346,28
56347,12
56348,12
56349,35
56350,37
56351,21
56352,32
56353,12
56354,16
56355,21
56356,17
56357,28
56358,13
56359,27
56360,33
56361,21
56362,22
56363,27
56364,31
56365,16
56366,22
56367,30
56368,31
56369,21
56370,26
56371,29
56372,24
56373,17
56374,17
56375,5
56376,26
56377,10
56378,13
56379,30
56380,10
56381,17
56382,11
56383,9
56384,30
56385,18
56386,9
56387,24
56388,18
56389,33
56390,40
56391,14
56392,27
56393,23
56394,19
56395,24
56396,15
56397,14
56398,23
56399,18
56400,9
56401,14
56402,16
56403,36
56404,11
56405,22
56406,23
56407,27
56408,17
56409,46
56410,31
56411,15
56412,25
56413,33
56414,13
56415,28
56416,22
56417,17
56418,27
56419,16
56420,22
56421,31
56422,26
56423,30
56424,32
56425,17
56426,15
56427,37
56428,15
56429,11
56430,12
56431,10
56432,34
56433,24
56434,26
56435,30
56436,13
56437,20
56438,21
56439,24
56440,16
56441,11
56442,10
56443,22
56444,21
56445,36
56446,28
56447,28
56448,34
56449,10
56450,35
56451,26
56452,12
56453,18
56454,30
56455,23
56456,33
56457,34
56458,23
56459,10
56460,18
56461,16
56462,25
56463,22
56464,19
56465,21
56466,12
56467,14
56468,31
56469,15
56470,38
56471,29
56472,11
56473,29
56474,34
56475,15
56476,25
56477,15
56478,14
56479,31
56480,15
56481,30
56482,33
56483,22
56484,19
56485,25
56486,13
56487,39
56488,30
56489,10
56490,25
56491,20
56492,21
56493,20
56494,23
56495,37
56496,17
56497,29
56498,15
56499,34
56500,35
56501,11
56502,33
56503,13
56504,11
56505,33
56506,30
56507,35
56508,14
56509,15
56510,10
56511,18
56512,26
56513,11
56514,17
56515,27
56516,32
56517,31
56518,28
56519,15
56520,36
56521,24
56522,24
56523,36
56524,14
56525,23
56526,35
56527,15
56528,35
56529,21
56530,34
56531,31
56532,13
56533,28
56534,13
56535,12
56536,17
56537,10
56538,12
56539,16
56540,27
56541,11
56542,36
56543,11
56544,31
56545,25
56546,8
56547,28
56548,36
56549,25
56550,16
56551,9
56552,26
56553,22
56554,16
56555,26
56556,34
56557,27
56558,12
56559,16
56560,25
56561,20
56562,11
56563,14
56564,30
56565,30
56566,28
56567,4
56568,31
56569,21
56570,11
56571,34
56572,23
56573,23
56574,19
56575,33
56576,27
56577,19
56578,27
56579,28
56580,33
56581,18
56582,21
56583,33
56584,20
56585,16
56586,20
56587,29
56588,35
56589,13
56590,36
56591,27
56592,12
56593,25
56594,23
56595,20
56596,28
56597,21
56598,27
56599,21
56600,24
56601,20
56602,32
56603,26
56604,23
56605,16
56606,12
56607,20
56608,30
56609,33
56610,22
56611,17
56612,14
56613,15
56614,12
56615,26
56616,33
56617,24
56618,12
56619,19
56620,34
56621,11
56622,18
56623,36
56624,28
56625,25
56626,32
56627,10
56628,20
56629,9
56630,34
56631,19
56632,34
56633,26
56634,15
56635,25
56636,21
56637,21
56638,33
56639,24
56640,17
56641,14
56642,12
56643,18
56644,17
56645,33
56646,19
56647,29
56648,35
56649,11
56650,17
56651,23
56652,22
56653,14
56654,35
56655,32
56656,31
56657,21
56658,18
56659,12
56660,13
56661,16
56662,15
56663,46
56664,11
56665,27
56666,26
56667,22
56668,30
56669,38
56670,26
56671,26
56672,31
56673,28
56674,24
56675,12
56676,29
56677,14
56678,11
56679,28
56680,22
56681,11
56682,21
56683,10
56684,23
56685,12
56686,15
56687,14
56688,18
56689,34
56690,11
56691,29
56692,25
56693,22
56694,24
56695,13
56696,21
56697,34
56698,17
56699,11
56700,16
56701,14
56702,19
56703,29
56704,29
56705,29
56706,13
56707,12
56708,15
56709,17
56710,23
56711,11
56712,32
56713,34
56714,12
56715,12
56716,23
56717,33
56718,28
56719,21
56720,10
56721,25
56722,11
56723,22
56724,19
56725,24
56726,32
56727,46
56728,21
56729,20
56730,13
56731,17
56732,10
56733,20
56734,24
56735,13
56736,14
56737,13
56738,46
56739,15
56740,9
56741,24
56742,18
56743,35
56744,27
56745,35
56746,12
56747,12
56748,21
56749,18
56750,23
56751,22
56752,14
56753,24
56754,18
56755,14
56756,27
56757,16
56758,34
56759,37
56760,22
56761,35
56762,11
56763,25
56764,15
56765,12
56766,17
56767,30
56768,18
56769,14
56770,30
56771,23
56772,29
56773,30
56774,26
56775,22
56776,26
56777,34
56778,21
56779,12
56780,17
56781,20
56782,15
56783,17
56784,34
56785,24
56786,16
56787,46
56788,28
56789,23
56790,27
56791,27
56792,30
56793,15
56794,11
56795,29
56796,38
56797,25
56798,24
56799,29
56800,19
56801,37
56802,17
56803,26
56804,35
56805,17
56806,27
56807,23
56808,25
56809,36
56810,26
56811,12
56812,19
56813,12
56814,11
56815,12
56816,16
56817,17
56818,28
56819,11
56820,16
56821,37
56822,23
56823,29
56824,14
56825,16
56826,19
56827,21
56828,19
56829,30
56830,17
56831,12
56832,11
56833,26
56834,17
56835,19
56836,11
56837,14
56838,27
56839,9
56840,10
56841,14
56842,13
56843,30
56844,21
56845,27
56846,23
56847,26
56848,36
56849,34
56850,14
56851,26
56852,33
56853,37
56854,31
56855,29
56856,13
56857,15
56858,32
56859,36
56860,15
56861,14
56862,46
56863,16
56864,18
56865,14
56866,15
56867,36
56868,16
56869,22
56870,13
56871,18
56872,17
56873,18
56874,22
56875,46
56876,17
56877,35
56878,17
56879,16
56880,18
56881,27
56882,11
56883,22
56884,9
56885,27
56886,46
56887,18
56888,14
56889,13
56890,31
56891,9
56892,27
56893,29
56894,14
56895,11
56896,28
56897,28
56898,31
56899,17
56900,14
56901,22
56902,24
56903,21
56904,10
56905,31
56906,23
56907,37
56908,35
56909,23
56910,32
56911,13
56912,15
56913,12
56914,14
56915,18
56916,16
56917,23
56918,20
56919,14
56920,23
56921,27
56922,20
56923,11
56924,11
56925,17
56926,12
56927,25
56928,21
56929,16
56930,21
56931,22
56932,20
56933,36
56934,26
56935,31
56936,9
56937,15
56938,16
56939,29
56940,11
56941,13
56942,18
56943,11
56944,24
56945,25
56946,19
56947,12
56948,22
56949,19
56950,24
56951,27
56952,16
56953,18
56954,14
56955,14
56956,13
56957,15
56958,23
56959,10
56960,34
56961,24
56962,36
56963,11
56964,22
56965,12
56966,33
56967,15
56968,27
56969,11
56970,18
56971,33
56972,22
56973,20
56974,14
56975,9
56976,22
56977,37
56978,10
56979,16
56980,31
56981,33
56982,19
56983,16
56984,21
56985,25
56986,26
56987,36
56988,17
56989,26
56990,14
56991,22
56992,14
56993,23
56994,12
56995,20
56996,23
56997,28
56998,14
56999,14
57000,30
57001,18
57002,24
57003,28
57004,13
57005,16
57006,13
57007,13
57008,11
57009,32
57010,31
57011,34
57012,34
57013,11
57014,26
57015,24
57016,15
57017,9
57018,27
57019,35
57020,22
57021,25
57022,18
57023,19
57024,24
57025,29
57026,16
57027,31
57028,11
57029,18
57030,13
57031,35
57032,15
57033,18
57034,16
57035,8
57036,14
57037,13
57038,24
57039,11
57040,32
57041,16
57042,13
57043,11
57044,30
57045,18
57046,34
57047,10
57048,12
57049,9
57050,25
57051,18
57052,29
57053,13
57054,35
57055,11
57056,35
57057,21
57058,20
57059,13
57060,22
57061,17
57062,46
57063,16
57064,16
57065,25
57066,16
57067,16
57068,27
57069,17
57070,12
57071,26
57072,30
57073,38
57074,18
57075,13
57076,16
57077,12
57078,11
57079,36
57080,16
57081,23
57082,21
57083,14
57084,14
57085,22
57086,26
57087,28
57088,20
57089,26
57090,27
57091,33
57092,8
57093,22
57094,16
57095,27
57096,26
57097,12
57098,12
57099,19
57100,18
57101,31
57102,16
57103,26
57104,13
57105,19
57106,33
57107,15
57108,24
57109,17
57110,24
57111,13
57112,46
57113,23
57114,11
57115,29
57116,22
57117,19
57118,10
57119,14
57120,33
57121,16
57122,11
57123,13
57124,20
57125,25
57126,31
57127,27
57128,38
57129,38
57130,21
57131,8
57132,16
57133,29
57134,16
57135,15
57136,14
57137,26
57138,28
57139,17
57140,13
57141,16
57142,21
57143,15
57144,24
57145,32
57146,25
57147,37
57148,28
57149,16
57150,22
57151,23
57152,21
57153,18
57154,26
57155,34
57156,10
57157,25
57158,33
57159,16
57160,12
57161,15
57162,28
57163,21
57164,25
57165,32
57166,17
57167,20
57168,32
57169,20
57170,21
57171,23
57172,32
57173,31
57174,18
57175,22
57176,19
57177,13
57178,23
57179,15
57180,12
57181,17
57182,18
57183,16
57184,22
57185,18
57186,14
57187,22
57188,29
57189,17
57190,18
57191,21
57192,10
57193,23
57194,13
57195,21
57196,27
57197,15
57198,12
57199,17
57200,11
57201,7
57202,7
57203,14
57204,19
57205,35
57206,20
57207,27
57208,24
57209,15
57210,18
57211,32
57212,17
57213,14
57214,25
57215,21
57216,9
57217,23
57218,11
57219,19
57220,36
57221,15
57222,22
57223,17
57224,27
57225,8
57226,10
57227,23
57228,13
57229,23
57230,25
57231,9
57232,19
57233,22
57234,17
57235,13
57236,12
57237,29
57238,11
57239,20
57240,13
57241,24
57242,27
57243,14
57244,23
57245,33
57246,25
57247,33
57248,31
57249,11
57250,32
57251,22
57252,16
57253,36
57254,19
57255,15
57256,13
57257,23
57258,14
57259,34
57260,35
57261,22
57262,13
57263,14
57264,12
57265,26
57266,29
57267,10
57268,18
57269,28
57270,14
57271,24
57272,19
57273,30
57274,12
57275,15
57276,38
57277,17
57278,35
57279,21
57280,24
57281,10
57282,18
57283,29
57284,32
57285,33
57286,23
57287,15
57288,21
57289,20
57290,22
57291,12
57292,30
57293,11
57294,18
57295,27
57296,13
57297,33
57298,23
57299,15
57300,16
57301,28
57302,34
57303,31
57304,15
57305,9
57306,31
57307,9
57308,14
57309,34
57310,25
57311,20
57312,13
57313,24
57314,24
57315,23
57316,13
57317,17
57318,20
57319,35
57320,11
57321,11
57322,24
57323,20
57324,21
57325,24
57326,21
57327,31
57328,18
57329,15
57330,14
57331,16
57332,18
57333,19
57334,31
57335,32
57336,22
57337,34
57338,12
57339,13
57340,20
57341,16
57342,17
57343,11
57344,14
57345,11
57346,26
57347,21
57348,35
57349,12
57350,26
57351,20
57352,13
57353,10
57354,29
57355,22
57356,29
57357,31
57358,15
57359,33
57360,24
57361,18
57362,14
57363,22
57364,15
57365,23
57366,17
57367,10
57368,34
57369,22
57370,30
57371,17
57372,22
57373,14
57374,23
57375,12
57376,17
57377,18
57378,33
57379,15
57380,24
57381,17
57382,46
57383,37
57384,18
57385,26
57386,46
57387,15
57388,14
57389,21
57390,25
57391,32
57392,20
57393,39
57394,18
57395,21
57396,22
57397,32
57398,9
57399,13
57400,35
57401,15
57402,9
57403,32
57404,13
57405,13
57406,26
57407,32
57408,19
57409,18
57410,15
57411,14
57412,18
57413,26
57414,16
57415,18
57416,16
57417,35
57418,36
57419,15
57420,23
57421,28
57422,28
57423,32
57424,16
57425,24
57426,13
57427,24
57428,12
57429,22
57430,9
57431,23
57432,19
57433,29
57434,29
57435,19
57436,35
57437,13
57438,29
57439,16
57440,25
57441,36
57442,35
57443,7
57444,31
57445,32
57446,30
57447,16
57448,33
57449,14
57450,20
57451,23
57452,24
57453,22
57454,34
57455,13
57456,10
57457,26
57458,24
57459,24
57460,15
57461,12
57462,22
57463,15
57464,18
57465,30
57466,13
57467,38
57468,26
57469,21
57470,24
57471,33
57472,29
57473,29
57474,12
57475,15
57476,46
57477,13
57478,10
57479,29
57480,11
57481,31
57482,13
57483,16
57484,46
57485,21
57486,20
57487,20
57488,15
57489,13
57490,16
57491,22
57492,32
57493,12
57494,11
57495,23
57496,15
57497,30
57498,22
57499,18
57500,25
57501,25
57502,37
57503,10
57504,17
57505,13
57506,30
57507,29
57508,14
57509,15
57510,34
57511,12
57512,30
57513,18
57514,21
57515,26
57516,14
57517,17
57518,26
57519,22
57520,22
57521,8
57522,35
57523,17
57524,31
57525,14
57526,20
57527,27
57528,10
57529,11
57530,30
57531,9
57532,8
57533,25
57534,21
57535,13
57536,30
57537,17
57538,14
57539,35
57540,22
57541,31
57542,33
57543,27
57544,16
57545,35
57546,29
57547,19
57548,12
57549,24
57550,21
57551,19
57552,13
57553,17
57554,21
57555,10
57556,16
57557,15
57558,21
57559,15
57560,46
57561,17
57562,26
57563,36
57564,26
57565,20
57566,15
57567,46
57568,28
57569,24
57570,11
57571,18
57572,26
57573,35
57574,32
57575,15
57576,27
57577,19
57578,13
57579,25
57580,9
57581,32
57582,15
57583,21
57584,46
57585,20
57586,28
57587,17
57588,16
57589,12
57590,27
57591,32
57592,29
57593,16
57594,33
57595,36
57596,32
57597,19
57598,35
57599,26
57600,33
57601,15
57602,21
57603,35
57604,21
57605,21
57606,22
57607,37
57608,11
57609,33
57610,15
57611,24
57612,21
57613,18
57614,37
57615,20
57616,27
57617,14
57618,20
57619,27
57620,15
57621,26
57622,32
57623,19
57624,24
57625,33
57626,38
57627,14
57628,18
57629,33
57630,27
57631,39
57632,18
57633,16
57634,36
57635,16
57636,10
57637,20
57638,20
57639,24
57640,19
57641,15
57642,36
57643,13
57644,25
57645,27
57646,13
57647,34
57648,19
57649,17
57650,21
57651,23
57652,31
57653,33
57654,25
57655,22
57656,20
57657,14
57658,26
57659,31
57660,17
57661,20
57662,12
57663,22
57664,8
57665,13
57666,26
57667,11
57668,15
57669,32
57670,17
57671,22
57672,10
57673,38
57674,14
57675,15
57676,18
57677,11
57678,24
57679,29
57680,14
57681,29
57682,35
57683,35
57684,18
57685,19
57686,21
57687,23
57688,22
57689,17
57690,15
57691,10
57692,12
57693,25
57694,27
57695,14
57696,46
57697,10
57698,4
57699,22
57700,19
57701,16
57702,19
57703,16
57704,27
57705,15
57706,12
57707,7
57708,23
57709,15
57710,25
57711,24
57712,33
57713,23
57714,16
57715,30
57716,15
57717,27
57718,21
57719,30
57720,18
57721,10
57722,20
57723,33
57724,29
57725,15
57726,19
57727,25
57728,28
57729,13
57730,37
57731,16
57732,29
57733,17
57734,26
57735,14
57736,15
57737,17
57738,36
57739,22
57740,36
57741,30
57742,35
57743,12
57744,10
57745,18
57746,33
57747,22
57748,21
57749,13
57750,26
57751,17
57752,15
57753,12
57754,28
57755,26
57756,17
57757,30
57758,27
57759,22
57760,18
57761,23
57762,25
57763,9
57764,13
57765,24
57766,15
57767,13
57768,15
57769,20
57770,23
57771,13
57772,14
57773,24
57774,9
57775,21
57776,11
57777,23
57778,31
57779,14
57780,26
57781,11
57782,35
57783,16
57784,34
57785,22
57786,16
57787,31
57788,12
57789,14
57790,17
57791,24
57792,7
57793,35
57794,27
57795,26
57796,33
57797,24
57798,23
57799,35
57800,12
57801,11
57802,17
57803,23
57804,27
57805,12
57806,19
57807,17
57808,18
57809,29
57810,28
57811,14
57812,30
57813,20
57814,29
57815,33
57816,26
57817,31
57818,21
57819,31
57820,27
57821,29
57822,20
57823,34
57824,16
57825,15
57826,13
57827,31
57828,9
57829,26
57830,18
57831,13
57832,13
57833,8
57834,13
57835,25
57836,28
57837,37
57838,14
57839,36
57840,46
57841,7
57842,18
57843,9
57844,15
57845,9
57846,11
57847,19
57848,14
57849,28
57850,20
57851,18
57852,20
57853,28
57854,12
57855,16
57856,23
57857,30
57858,24
57859,34
57860,25
57861,23
57862,23
57863,10
57864,14
57865,38
57866,15
57867,15
57868,22
57869,36
57870,22
57871,33
57872,28
57873,17
57874,10
57875,19
57876,31
57877,34
57878,18
57879,32
57880,13
57881,23
57882,22
57883,46
57884,25
57885,9
57886,19
57887,21
57888,18
57889,20
57890,15
57891,27
57892,28
57893,19
57894,30
57895,11
57896,26
57897,16
57898,46
57899,32
57900,29
57901,12
57902,12
57903,11
57904,22
57905,30
57906,12
57907,25
57908,29
57909,22
57910,27
57911,37
57912,18
57913,18
57914,25
57915,10
57916,27
57917,13
57918,16
57919,14
57920,11
57921,13
57922,26
57923,21
57924,27
57925,15
57926,11
57927,17
57928,23
57929,28
57930,27
57931,11
57932,18
57933,21
57934,25
57935,14
57936,17
57937,21
57938,37
57939,16
57940,18
57941,18
57942,12
57943,16
57944,13
57945,21
57946,46
57947,28
57948,12
57949,14
57950,36
57951,9
57952,15
57953,27
57954,15
57955,30
57956,17
57957,12
57958,16
57959,13
57960,21
57961,23
57962,27
57963,28
57964,22
57965,22
57966,15
57967,14
57968,16
57969,22
57970,16
57971,21
57972,28
57973,25
57974,13
57975,35
57976,31
57977,9
57978,24
57979,19
57980,31
57981,15
57982,26
57983,32
57984,10
57985,30
57986,32
57987,21
57988,20
57989,15
57990,16
57991,19
57992,21
57993,29
57994,13
57995,32
57996,31
57997,21
57998,15
57999,19
58000,28
58001,13
58002,25
58003,25
58004,28
58005,18
58006,17
58007,21
58008,20
58009,9
58010,13
58011,15
58012,25
58013,11
58014,36
58015,33
58016,12
58017,28
58018,26
58019,31
58020,34
58021,20
58022,38
58023,12
58024,25
58025,22
58026,18
58027,28
58028,22
58029,30
58030,19
58031,25
58032,36
58033,19
58034,34
58035,13
58036,34
58037,46
58038,24
58039,13
58040,24
58041,21
58042,13
58043,20
58044,10
58045,25
58046,23
58047,22
58048,20
58049,35
58050,27
58051,20
58052,25
58053,26
58054,24
58055,18
58056,33
58057,16
58058,14
58059,25
58060,20
58061,35
58062,28
58063,35
58064,26
58065,35
58066,13
58067,16
58068,21
58069,14
58070,11
58071,14
58072,21
58073,24
58074,20
58075,37
58076,32
